id,subject,student_id,grade_level,teacher_id,instructional_minutes,assessment_year,assessment_score
37,math,13,11,2,170,2015,90.6
3684,language,1043,10,98,110,2015,51.75
6530,language,1853,9,64,150,2015,59.56
10178,language,2880,11,66,170,2016,91.32
7871,math,2232,9,11,110,2016,36.55
7634,language,2163,12,84,150,2016,59.88
5777,math,1634,12,43,170,2016,80.78
471,math,139,10,115,110,2015,79.61
2539,math,719,12,99,150,2016,0.0
2128,language,604,9,80,150,2015,96.54
9002,language,2549,11,75,110,2016,97.73
9625,math,2729,10,108,130,2015,76.35
8392,language,2380,10,87,110,2015,95.97
6625,math,1879,9,19,170,2016,91.58
5437,math,1538,9,11,130,2016,84.72
6048,language,1717,10,82,170,2015,52.61
1135,math,323,10,109,130,2016,85.75
9682,language,2744,10,51,90,2016,74.17
8737,math,2476,12,2,150,2016,60.23
3887,math,1101,10,96,90,2016,98.79
10590,language,3000,10,59,150,2016,94.04
5526,language,1564,11,92,130,2015,68.73
525,math,153,12,103,150,2016,72.36
2871,math,813,9,27,90,2016,90.95
747,math,215,10,35,110,2016,66.49
1561,math,444,11,40,110,2016,54.87
5545,math,1570,10,45,110,2015,89.69
6249,math,1774,10,33,130,2016,54.29
8921,math,2528,10,6,110,2016,73.6
919,math,261,11,43,90,2016,91.48
7816,language,2218,9,93,150,2015,98.22
880,language,251,9,79,110,2015,64.4
5312,language,1499,12,68,110,2016,71.69
5792,language,1638,11,71,90,2016,89.7
8978,language,2543,9,66,130,2015,68.23
9832,language,2785,11,81,90,2016,53.98
2660,language,754,9,81,150,2015,90.04
6570,language,1863,9,55,130,2016,75.16
797,math,229,10,43,110,2015,76.46
1939,math,552,9,29,130,2015,36.58
8733,math,2475,9,43,110,2016,86.07
3952,language,1118,10,90,150,2016,98.35
8937,math,2532,11,12,150,2016,100.0
6203,math,1762,11,102,130,2016,59.82
813,math,233,10,6,90,2015,70.25
6797,math,1927,9,14,110,2015,48.86
6399,math,1815,9,32,170,2016,43.99
7118,language,2019,9,90,110,2015,83.12
6478,language,1839,11,90,130,2016,36.54
5898,language,1670,9,60,110,2015,99.1
10533,math,2983,11,97,170,2016,66.03
5740,language,1624,10,58,170,2015,73.06
2623,math,744,12,9,130,2016,76.73
3693,math,1045,11,22,130,2016,95.2
10239,math,2898,10,97,170,2016,49.37
5492,language,1554,9,73,150,2016,77.03
7538,language,2138,9,101,130,2016,58.88
5240,language,1478,10,72,150,2016,89.22
8618,language,2443,10,72,170,2015,89.77
6131,math,1743,11,42,150,2015,72.98
5602,language,1586,10,79,90,2015,59.31
1141,math,325,12,95,170,2016,53.69
630,language,182,11,71,150,2016,98.32
8899,math,2522,10,98,150,2015,45.49
5218,language,1472,11,67,110,2016,0.0
5531,math,1566,11,40,130,2015,36.1
6051,math,1718,9,6,150,2015,87.87
6603,math,1872,11,32,170,2016,36.84
8628,language,2445,10,93,150,2016,85.58
5644,language,1598,10,54,90,2015,93.03
6551,math,1858,10,105,170,2016,85.58
8389,math,2379,11,115,170,2016,52.87
4102,language,1160,11,60,150,2016,83.78
3996,language,1131,10,103,170,2015,45.85
4486,language,1265,10,114,110,2016,44.53
4862,language,1375,12,102,110,2016,87.75
4000,language,1132,11,85,90,2015,36.05
4721,math,1336,9,6,130,2015,68.23
2714,language,768,9,78,150,2015,98.23
692,language,199,9,98,170,2015,64.4
9028,language,2557,10,74,130,2016,93.44
9714,language,2752,12,95,170,2016,67.5
3628,language,1027,12,65,130,2016,52.57
7986,language,2265,9,52,150,2015,50.93
649,math,187,12,12,170,2016,100.0
8728,language,2473,10,70,150,2016,79.21
6060,language,1720,9,60,90,2016,52.2
63,math,20,10,6,110,2015,60.0
1992,language,567,11,58,130,2016,57.84
9122,language,2583,10,94,110,2016,70.33
1743,math,496,11,95,170,2015,48.74
1818,language,516,12,57,130,2016,70.45
9790,language,2774,10,75,170,2016,100.0
2,language,1,9,65,150,2016,57.0
5924,language,1678,9,93,90,2016,79.42
75,math,24,10,39,170,2015,30.93
7134,language,2024,10,79,110,2015,69.56
9314,language,2637,12,63,110,2016,99.91
1652,language,469,9,91,110,2015,88.41
7976,language,2262,11,58,130,2015,80.82
10185,math,2883,9,32,130,2015,38.22
4453,math,1257,9,104,110,2015,66.46
6176,language,1755,9,108,170,2015,83.86
4357,math,1231,9,96,170,2015,55.26
4744,language,1342,9,56,150,2015,60.38
5194,language,1466,11,70,150,2016,78.06
8938,language,2532,11,68,130,2016,76.23
493,math,145,9,25,130,2015,53.72
4889,math,1383,10,18,150,2015,61.01
5180,language,1462,10,86,110,2016,94.42
4031,math,1142,11,10,150,2015,70.16
1320,language,374,12,114,90,2016,54.89
332,language,96,12,51,150,2016,98.73
6488,language,1842,11,53,90,2015,68.51
1334,language,379,10,98,130,2016,59.21
10181,math,2882,10,26,110,2015,59.36
4790,language,1354,11,60,110,2015,76.87
5978,language,1695,11,61,110,2016,97.9
1643,math,466,10,6,150,2016,98.25
5627,math,1593,10,2,150,2016,65.42
4635,math,1311,11,35,130,2015,40.22
2292,language,651,10,60,90,2015,46.55
52,language,17,9,65,150,2015,54.43
9270,language,2625,9,110,110,2016,86.81
8018,language,2273,9,51,110,2015,0.0
2117,math,601,10,45,110,2016,39.66
4205,math,1190,11,42,130,2015,0.0
498,language,146,10,74,90,2015,95.33
3489,math,987,10,15,90,2016,24.1
3803,math,1079,9,28,90,2016,26.79
1014,language,288,9,85,130,2016,69.55
5504,language,1558,10,57,150,2015,97.97
7439,math,2111,11,50,130,2016,84.09
1877,math,534,10,40,110,2015,78.81
7589,math,2151,12,12,110,2016,41.63
6012,language,1705,10,53,170,2016,64.42
8652,language,2452,9,82,170,2015,51.54
2684,language,760,11,57,110,2015,91.61
8621,math,2444,10,35,110,2015,36.78
10188,language,2883,10,87,110,2016,93.79
7266,language,2063,10,115,110,2015,78.76
6161,math,1751,9,20,90,2015,72.83
6954,language,1971,10,69,90,2016,98.33
36,language,12,9,62,110,2016,59.49
8083,math,2292,9,32,150,2015,83.9
10374,language,2935,9,88,90,2015,96.32
3597,math,1019,11,101,170,2016,65.65
4919,math,1391,11,50,130,2015,51.55
9805,math,2778,12,40,130,2016,95.84
2423,math,686,9,111,110,2015,84.66
9761,math,2766,11,45,170,2016,82.42
5651,math,1600,9,42,130,2015,59.27
2751,math,779,12,25,110,2016,89.0
7604,language,2155,11,104,90,2016,83.4
5118,language,1445,12,84,130,2016,67.86
1640,language,465,10,83,130,2016,82.7
7526,language,2135,11,85,130,2015,46.13
920,language,261,11,82,110,2016,55.3
3727,math,1056,10,15,110,2015,85.2
6565,math,1862,10,13,150,2015,99.87
1371,math,390,12,1,90,2016,54.68
10525,math,2981,12,49,110,2016,83.27
8556,language,2425,10,66,170,2016,99.74
4528,language,1278,9,74,90,2016,81.18
9114,language,2581,11,82,110,2016,52.77
7984,language,2264,12,51,110,2016,86.33
9387,math,2659,12,9,150,2016,72.29
3965,math,1122,11,43,90,2015,83.2
3326,language,940,9,75,130,2015,81.32
5821,math,1647,9,42,90,2016,60.74
2435,math,689,11,15,90,2016,51.3
8258,language,2343,9,54,170,2015,50.3
1758,language,499,11,80,90,2016,50.54
7198,language,2042,10,56,150,2016,78.44
4675,math,1323,10,7,150,2015,63.76
9717,math,2753,10,6,130,2016,77.55
9533,math,2702,9,41,110,2015,97.51
7229,math,2052,11,39,130,2016,83.37
217,math,65,10,33,90,2016,40.69
8383,math,2378,11,43,170,2015,81.52
4005,math,1133,11,107,130,2016,39.22
667,math,192,11,24,170,2015,88.81
487,math,143,11,30,130,2015,46.17
10217,math,2891,9,111,150,2016,98.17
10193,math,2885,10,31,90,2015,80.11
212,language,64,10,85,130,2015,74.91
10125,math,2865,12,34,150,2016,60.64
9737,math,2759,12,100,130,2016,95.57
8212,language,2329,11,80,150,2015,90.93
1427,math,407,10,12,150,2016,54.1
7410,language,2103,9,52,90,2015,16.13
2322,language,658,10,51,90,2016,73.66
7594,language,2152,12,103,110,2016,0.0
9163,math,2595,11,17,110,2015,0.0
6808,language,1929,10,61,170,2016,96.57
8685,math,2461,12,27,170,2016,100.0
6369,math,1807,11,7,130,2015,74.68
8575,math,2430,12,102,150,2016,98.07
1897,math,539,10,39,110,2016,89.32
2124,language,603,11,55,170,2015,92.12
4792,language,1354,12,107,170,2016,88.86
1971,math,562,10,5,170,2016,100.0
3506,language,992,11,100,130,2015,87.45
1851,math,526,12,7,110,2016,35.16
4608,language,1303,9,66,90,2016,52.39
1986,language,566,10,82,90,2015,74.24
4109,math,1163,9,3,110,2016,66.12
7354,language,2086,10,95,170,2015,91.22
5501,math,1557,9,100,90,2016,60.37
1321,math,375,9,46,90,2016,91.29
9157,math,2593,9,30,90,2016,67.25
8282,language,2350,10,81,130,2016,89.75
6776,language,1921,11,59,90,2015,63.81
9371,math,2655,11,36,110,2015,59.82
2446,language,692,11,84,110,2015,35.16
4774,language,1349,11,84,110,2016,75.56
1563,math,445,9,39,110,2015,50.6
3972,language,1123,10,76,170,2016,92.15
4143,math,1172,11,40,130,2016,86.28
4306,language,1216,10,53,90,2016,57.61
10190,language,2884,11,57,90,2015,84.26
5486,language,1552,10,74,130,2015,88.27
5140,language,1451,11,72,130,2015,78.31
7692,language,2180,12,88,90,2016,98.1
5836,language,1652,9,80,90,2015,82.23
198,language,59,9,115,130,2016,86.73
2087,math,593,10,40,90,2015,37.69
1767,math,502,9,30,90,2015,80.1
1892,language,538,9,64,110,2015,73.62
5928,language,1679,10,75,170,2016,100.0
5432,language,1536,9,87,130,2016,40.56
10228,language,2894,11,72,130,2016,72.49
8858,language,2511,9,82,90,2015,96.79
7300,language,2072,9,51,110,2016,86.62
4100,language,1160,10,101,150,2015,40.15
8558,language,2426,9,104,130,2015,81.89
736,language,211,11,56,170,2016,96.54
4344,language,1227,9,62,150,2015,75.64
9668,language,2741,11,59,90,2015,84.24
9125,math,2584,11,31,90,2016,67.31
3384,language,956,10,83,150,2016,96.11
3713,math,1052,10,11,110,2016,71.8
7720,language,2189,9,93,130,2015,80.58
839,math,241,9,42,150,2015,96.94
4120,language,1166,9,81,90,2016,98.91
4771,math,1349,10,23,110,2015,80.11
6278,language,1782,10,59,150,2016,96.11
6427,math,1823,10,26,110,2016,66.99
2251,math,640,9,109,130,2015,69.42
1697,math,482,9,6,150,2015,67.95
4581,math,1295,9,100,170,2016,98.59
10427,math,2951,11,95,170,2015,97.2
2182,language,620,11,74,170,2015,99.83
5202,language,1468,10,76,150,2016,75.73
2333,math,662,11,8,170,2015,67.73
4280,language,1210,9,89,170,2015,53.18
9566,language,2711,11,60,90,2016,53.71
5190,language,1465,10,103,150,2016,64.63
10553,math,2988,11,113,90,2016,42.34
2166,language,615,10,57,130,2016,89.67
1919,math,545,10,16,170,2016,57.74
1682,language,477,12,51,90,2016,81.04
2902,language,821,11,52,90,2015,19.64
8736,language,2476,11,114,90,2015,98.03
10020,language,2836,11,66,110,2016,57.7
6263,math,1778,9,14,150,2015,95.24
7011,math,1988,10,50,150,2015,99.94
4412,language,1246,9,88,90,2015,77.92
9327,math,2641,9,1,170,2016,60.34
9766,language,2767,12,83,150,2016,100.0
10169,math,2878,12,96,110,2016,73.26
5315,math,1500,12,44,150,2016,86.22
10072,language,2850,11,75,150,2016,88.55
2748,language,778,11,75,130,2016,88.35
2798,language,792,12,56,110,2016,66.31
724,language,208,9,79,110,2015,55.64
9427,math,2671,9,31,150,2015,98.64
3487,math,987,9,92,130,2015,87.24
10397,math,2942,9,33,170,2016,65.75
4442,language,1254,11,76,150,2015,87.94
3530,language,998,10,104,170,2016,100.0
9613,math,2726,10,29,90,2015,49.9
673,math,193,12,5,150,2016,77.65
1305,math,370,11,33,130,2016,88.22
5258,language,1484,12,63,130,2016,45.75
10535,math,2984,9,14,130,2015,85.29
9927,math,2813,12,34,130,2016,55.3
2231,math,634,9,108,170,2015,61.72
7050,language,1999,11,56,150,2016,82.28
8908,language,2524,11,66,130,2015,98.03
7274,language,2065,9,53,170,2015,52.08
6228,language,1769,10,54,170,2015,83.58
2647,math,751,10,109,150,2015,88.13
3268,language,924,10,81,150,2015,82.99
3496,language,989,9,55,150,2015,59.76
2615,math,741,11,100,150,2016,92.01
9128,language,2585,9,71,170,2015,89.77
5441,math,1539,11,26,110,2016,79.67
9775,math,2770,12,47,110,2016,58.37
8749,math,2480,9,29,110,2015,74.94
9255,math,2621,12,101,150,2016,62.35
491,math,144,9,8,150,2016,60.79
4043,math,1145,9,26,110,2015,95.15
10145,math,2871,10,35,110,2015,56.35
4161,math,1177,9,34,150,2016,74.49
4023,math,1139,11,3,110,2016,48.21
1467,math,419,11,22,170,2015,100.0
6607,math,1873,12,28,90,2016,50.29
9707,math,2751,10,28,170,2015,96.72
5323,math,1503,11,23,110,2015,57.43
3885,math,1101,9,6,110,2015,49.59
904,language,257,11,74,110,2016,84.42
2949,math,834,11,4,110,2015,53.78
6391,math,1813,10,35,130,2015,65.59
708,language,203,11,80,170,2015,90.91
4496,language,1268,9,64,170,2016,83.46
2197,math,624,10,2,130,2015,50.73
176,language,53,10,76,110,2015,44.68
7434,language,2110,10,63,150,2015,87.33
3851,math,1092,9,28,150,2015,80.01
8120,language,2303,9,65,130,2015,96.27
1686,language,478,11,103,170,2016,43.77
823,math,236,9,104,110,2016,83.52
2518,language,712,12,110,130,2016,53.26
6124,language,1741,10,70,150,2015,46.9
455,math,134,11,29,150,2015,98.93
7662,language,2171,9,76,150,2016,51.81
8789,math,2490,9,37,110,2016,70.07
5439,math,1539,10,26,150,2015,90.99
7326,language,2079,11,102,150,2015,93.72
2803,math,794,10,32,150,2016,45.07
5985,math,1698,10,17,90,2015,0.0
2097,math,596,9,32,130,2016,76.57
949,math,270,12,19,90,2016,88.07
10385,math,2938,10,108,150,2016,59.13
5880,language,1663,10,53,110,2016,82.05
2279,math,647,12,15,110,2016,77.86
3064,language,864,12,67,150,2016,73.75
10260,language,2903,10,57,110,2016,99.5
9603,math,2723,9,95,90,2016,0.0
2400,language,679,11,79,110,2016,91.7
7844,language,2225,11,57,90,2015,51.57
3206,language,904,10,56,90,2016,86.24
7697,math,2182,9,41,170,2016,90.6
6874,language,1949,10,71,130,2015,63.89
5589,math,1582,11,41,90,2016,78.51
4446,language,1255,11,70,170,2015,61.88
8131,math,2307,9,110,170,2015,76.13
9619,math,2727,11,46,170,2016,49.61
253,math,75,9,104,150,2015,100.0
10495,math,2971,11,95,130,2016,73.3
4443,math,1254,12,50,170,2016,99.75
5568,language,1576,9,74,170,2016,70.44
4321,math,1221,10,20,110,2016,32.83
1463,math,418,10,5,90,2015,49.06
1864,language,530,9,74,90,2015,91.2
9286,language,2629,11,81,110,2016,49.23
3235,math,915,9,14,130,2016,94.56
3430,language,969,9,71,130,2016,60.47
2268,language,644,11,55,110,2015,90.42
6039,math,1714,9,40,130,2016,88.22
1206,language,342,12,65,170,2016,72.58
4009,math,1134,12,44,90,2016,29.12
1642,language,466,9,73,150,2015,90.77
5377,math,1520,9,33,90,2015,58.49
9290,language,2630,11,95,110,2016,99.52
3143,math,888,9,20,130,2015,61.42
8864,language,2512,11,87,110,2016,80.72
8576,language,2430,12,57,110,2016,40.91
6713,math,1903,11,95,130,2015,49.19
9535,math,2702,10,39,150,2016,64.07
3789,math,1074,11,34,130,2016,68.09
4759,math,1346,9,5,130,2015,90.07
5988,language,1698,11,56,130,2016,73.88
1542,language,439,11,64,150,2016,61.69
4293,math,1213,11,100,130,2016,86.22
3461,math,978,9,15,130,2016,66.02
89,math,28,9,96,130,2016,58.92
8064,language,2286,9,54,110,2015,94.29
9607,math,2724,12,44,170,2016,47.04
9256,language,2621,12,107,130,2016,98.8
1438,language,411,9,63,150,2015,95.2
7110,language,2016,9,56,130,2016,60.48
10313,math,2917,9,29,150,2016,84.72
6022,language,1708,9,65,150,2016,39.1
3187,math,899,12,3,130,2016,0.0
7088,language,2009,11,75,110,2016,67.16
6326,language,1795,11,56,130,2016,87.09
8983,math,2544,10,12,90,2016,0.0
2195,math,623,11,97,110,2016,55.06
1341,math,382,9,15,170,2015,100.0
828,language,238,10,102,170,2015,90.93
940,language,268,11,90,90,2015,67.76
2139,math,607,9,106,170,2015,83.55
3870,language,1096,12,103,150,2016,94.18
6413,math,1820,9,25,90,2015,78.38
5878,language,1663,9,102,150,2015,92.42
1264,language,358,11,73,110,2016,90.96
8154,language,2313,9,52,150,2015,28.28
9312,language,2637,11,82,90,2015,53.9
8629,math,2446,9,6,150,2015,73.32
5,math,3,9,16,130,2016,84.36
6319,math,1794,10,13,90,2015,36.31
7794,language,2211,11,52,90,2015,73.22
7181,math,2037,12,19,110,2016,70.09
3129,math,884,10,10,150,2015,75.45
3941,math,1116,11,107,170,2015,94.02
6140,language,1745,11,97,90,2015,68.99
7934,language,2250,11,113,90,2016,58.79
3893,math,1103,11,2,90,2015,0.0
3,math,2,9,38,170,2016,83.17
739,math,213,11,106,130,2015,83.95
891,math,254,10,14,110,2016,83.25
4450,language,1256,10,110,150,2015,65.64
10419,math,2949,10,24,110,2015,63.05
6508,language,1847,10,51,170,2015,93.48
6418,language,1821,11,108,90,2015,77.47
888,language,253,9,112,130,2016,85.86
5059,math,1428,10,31,170,2016,98.25
183,math,55,9,112,110,2015,57.85
1330,language,378,10,92,90,2016,73.37
8386,language,2378,12,78,90,2016,73.88
9942,language,2817,9,105,90,2015,96.66
2879,math,815,11,27,130,2016,92.02
8424,language,2388,10,82,150,2015,65.1
3349,math,946,11,16,130,2016,72.05
10084,language,2854,9,54,150,2016,56.53
5599,math,1585,10,8,150,2016,66.19
7285,math,2068,10,18,130,2015,60.6
9171,math,2597,10,44,130,2016,48.88
1973,math,563,11,35,170,2015,90.92
6646,language,1884,11,63,170,2016,98.72
896,language,255,11,87,150,2016,85.03
5017,math,1417,9,41,110,2015,84.44
7273,math,2065,9,40,110,2015,88.3
7599,math,2154,9,48,170,2016,82.12
4808,language,1359,9,66,150,2016,76.0
99,math,31,9,20,150,2015,84.46
4535,math,1280,10,104,130,2016,93.42
6781,math,1922,10,41,90,2016,46.15
3500,language,990,9,57,170,2016,78.33
260,language,76,11,100,170,2016,91.65
2082,language,591,12,56,170,2016,79.72
2005,math,571,10,35,150,2016,0.0
5533,math,1566,12,101,130,2016,76.96
4186,language,1184,12,86,110,2016,30.29
4723,math,1336,10,49,90,2016,85.42
4054,language,1147,12,84,150,2016,43.55
871,math,249,11,9,130,2015,67.62
4987,math,1409,9,8,110,2016,36.26
1632,language,463,9,91,130,2015,56.99
4615,math,1305,11,26,150,2016,75.12
210,language,63,10,89,150,2016,52.58
2735,math,774,11,17,110,2016,0.0
1170,language,333,11,56,170,2016,83.69
3457,math,977,11,32,110,2015,53.84
197,math,59,9,10,130,2016,33.37
3646,language,1032,11,97,130,2016,81.23
237,math,71,10,18,90,2015,53.74
922,language,262,9,105,170,2016,71.31
5595,math,1584,9,28,130,2016,59.44
5570,language,1577,10,76,150,2015,84.76
990,language,281,11,67,90,2016,98.82
7418,language,2105,10,70,130,2016,98.15
2669,math,756,11,36,90,2016,66.51
6439,math,1828,9,22,150,2016,95.49
6983,math,1980,11,15,150,2015,98.1
7492,language,2126,9,109,130,2016,59.69
9882,language,2800,11,83,130,2015,45.48
6677,math,1892,10,35,170,2016,100.0
5327,math,1504,10,36,110,2015,63.89
4130,language,1169,10,87,90,2015,86.09
2409,math,682,9,31,150,2015,89.03
6740,language,1911,11,103,130,2015,85.89
3286,language,928,12,75,110,2016,98.42
9218,language,2610,9,91,150,2015,89.26
9344,language,2646,9,89,150,2015,30.49
9712,language,2752,11,87,170,2015,85.4
10577,math,2996,11,31,150,2016,85.47
8147,math,2311,10,24,110,2016,41.42
7001,math,1985,9,6,130,2015,47.51
1099,math,314,10,22,170,2015,91.56
3386,language,957,9,84,110,2016,62.71
5260,language,1485,10,84,170,2015,33.76
2563,math,726,11,4,90,2016,64.69
6047,math,1717,10,15,90,2015,64.82
6153,math,1748,12,104,130,2016,95.22
7006,language,1986,11,78,110,2015,46.16
7605,math,2156,10,99,150,2015,44.64
7870,language,2231,11,58,150,2016,0.0
3603,math,1021,11,115,110,2015,82.72
1006,language,286,11,80,170,2015,93.28
756,language,217,11,73,110,2016,82.68
7628,language,2162,9,106,150,2015,92.66
4584,language,1296,9,86,110,2016,87.64
10372,language,2934,11,56,150,2016,80.05
1370,language,390,11,102,130,2015,44.27
9135,math,2587,10,6,90,2015,75.51
7796,language,2211,12,73,150,2016,100.0
2814,language,797,10,66,110,2016,94.71
5571,math,1577,11,30,110,2016,98.4
4403,math,1244,10,17,90,2015,0.0
9544,language,2704,12,83,150,2016,75.51
4008,language,1134,11,106,150,2015,100.0
6492,language,1843,11,82,150,2015,70.36
6870,language,1947,12,84,170,2016,58.08
7358,language,2087,10,80,110,2015,35.73
8773,math,2486,10,24,130,2015,61.65
3774,language,1070,9,76,110,2015,37.14
1791,math,509,9,48,150,2016,54.47
9302,language,2634,9,111,150,2016,99.17
5400,language,1526,9,69,170,2015,97.41
76,language,24,10,93,130,2015,60.93
7232,language,2053,9,80,150,2016,71.4
231,math,69,10,13,130,2016,98.01
1835,math,522,11,113,150,2016,86.53
9844,language,2789,10,73,130,2015,22.25
1933,math,550,11,39,110,2015,63.53
8063,math,2286,9,33,170,2015,53.0
6705,math,1900,9,10,110,2016,93.43
4233,math,1197,11,2,130,2016,60.65
5960,language,1689,10,64,130,2016,40.16
1811,math,515,10,102,170,2015,99.01
2332,language,661,10,95,90,2016,30.23
3348,language,946,10,70,90,2015,47.39
4477,math,1263,11,22,150,2016,100.0
1781,math,506,9,31,150,2016,80.37
8259,math,2343,10,4,90,2016,50.1
9067,math,2568,9,11,170,2016,63.64
8160,language,2315,9,88,90,2015,59.4
6234,language,1770,12,90,170,2016,89.8
10080,language,2853,9,54,90,2015,83.2
4957,math,1401,11,45,110,2015,42.8
10460,language,2960,11,74,110,2016,83.7
3464,language,979,9,100,170,2016,92.14
3694,language,1045,11,81,110,2016,83.68
5255,math,1484,11,97,150,2015,65.36
6132,language,1743,11,84,130,2015,41.92
6749,math,1913,10,26,90,2016,65.32
8416,language,2386,10,55,130,2015,84.69
7069,math,2005,11,15,150,2015,90.24
8061,math,2285,9,28,110,2016,40.21
3233,math,914,9,96,90,2016,86.92
584,language,169,10,87,130,2016,53.72
6659,math,1888,11,41,150,2015,72.6
7658,language,2170,9,83,130,2015,89.15
8572,language,2429,12,58,110,2016,47.83
6606,language,1873,11,105,150,2015,53.11
1533,math,436,12,18,90,2016,78.08
7340,language,2082,12,76,170,2016,75.67
628,language,182,10,80,150,2015,84.5
8377,math,2376,10,23,170,2015,72.64
5979,math,1696,9,14,110,2015,91.06
1613,math,458,10,46,170,2015,64.92
5945,math,1685,11,1,130,2016,31.57
4050,language,1146,12,84,90,2016,71.0
4816,language,1362,11,77,150,2015,95.29
6055,math,1719,10,17,130,2015,0.0
3468,language,980,11,64,170,2016,90.5
1888,language,537,11,92,170,2015,85.23
336,language,97,10,53,130,2016,36.04
6811,math,1931,9,23,150,2015,75.2
2589,math,734,10,10,170,2015,63.03
9322,language,2639,12,74,90,2016,75.05
3453,math,976,11,97,110,2015,42.24
8463,math,2400,11,43,110,2015,88.6
2109,math,599,11,50,110,2016,0.0
2837,math,803,10,24,130,2016,41.65
6062,language,1721,10,73,90,2015,79.5
4963,math,1402,12,24,150,2016,76.57
2425,math,686,10,22,90,2016,79.74
3814,language,1082,9,59,150,2015,71.3
2861,math,810,9,15,170,2016,99.05
7053,math,2000,12,15,150,2016,99.27
2410,language,682,9,65,170,2015,87.95
6507,math,1847,10,102,90,2015,75.22
6727,math,1907,9,3,170,2016,84.73
1340,language,381,9,69,170,2016,100.0
6746,language,1912,11,69,150,2016,97.31
9468,language,2683,9,58,90,2016,63.61
5722,language,1619,11,97,150,2015,59.51
1478,language,421,10,81,170,2016,100.0
3592,language,1018,10,55,130,2015,92.6
165,math,50,10,101,110,2016,90.95
6448,language,1830,11,75,130,2016,98.33
9798,language,2776,12,54,150,2016,85.7
9141,math,2588,10,23,130,2016,53.93
1154,language,328,10,61,90,2016,81.45
6842,language,1940,11,57,150,2016,78.86
1598,language,454,10,69,130,2015,72.58
5747,math,1626,9,99,150,2015,65.53
9281,math,2628,12,12,130,2016,7.91
730,language,209,11,113,150,2016,93.65
9724,language,2755,10,98,150,2015,30.09
9548,language,2705,12,54,170,2016,93.02
4349,math,1228,11,34,130,2016,59.0
1989,math,567,10,108,110,2015,92.52
6590,language,1869,9,90,130,2015,88.28
1084,language,309,11,71,110,2016,88.22
6732,language,1908,11,80,110,2016,86.33
7058,language,2001,11,68,90,2016,76.6
5465,math,1546,11,41,150,2015,59.4
10477,math,2966,11,45,130,2015,97.51
5398,language,1525,12,78,170,2016,66.48
1662,language,471,11,89,90,2016,30.81
3115,math,880,11,15,170,2015,100.0
4914,language,1389,11,103,150,2015,89.91
440,language,128,11,61,130,2016,37.61
9656,language,2738,9,108,110,2015,70.12
1621,math,460,11,1,150,2016,94.39
4302,language,1215,10,62,110,2016,65.97
8557,math,2426,9,17,130,2015,0.0
5969,math,1693,10,15,90,2015,38.69
3961,math,1121,11,39,90,2015,80.01
9781,math,2772,9,16,90,2015,98.57
4291,math,1213,10,24,110,2015,64.26
8027,math,2276,10,17,130,2015,0.0
8009,math,2271,10,26,150,2015,94.29
9488,language,2689,11,100,170,2016,98.61
8410,language,2384,10,62,110,2016,50.35
5775,math,1634,11,7,110,2015,51.71
7129,math,2023,10,15,130,2015,65.76
6260,language,1777,11,59,110,2015,76.79
1480,language,422,9,110,150,2015,57.23
2303,math,654,10,20,170,2015,94.8
3527,math,998,9,28,170,2015,85.28
9706,language,2750,12,70,150,2016,91.6
1713,math,486,11,95,170,2016,89.59
72,language,23,9,76,170,2015,97.1
7924,language,2247,9,80,90,2015,38.9
3154,language,890,11,75,110,2016,61.79
10045,math,2843,11,102,170,2016,94.42
7047,math,1999,10,111,150,2015,99.0
2316,language,657,11,54,90,2015,56.53
9184,language,2600,12,79,130,2016,37.74
893,math,255,10,6,150,2015,63.58
9409,math,2665,11,41,110,2016,94.04
5167,math,1459,11,92,90,2015,69.75
8547,math,2423,10,38,150,2016,98.97
4671,math,1322,10,46,130,2015,68.95
5907,math,1672,10,9,170,2016,90.08
5761,math,1630,11,108,110,2015,79.54
10052,language,2845,9,62,110,2015,91.02
9236,language,2615,11,114,170,2016,52.75
8523,math,2416,12,48,170,2016,37.05
467,math,138,10,91,90,2015,99.83
6929,math,1964,11,7,90,2016,80.14
1508,language,429,12,63,130,2016,92.08
7715,math,2187,12,16,130,2016,95.49
5716,language,1617,10,78,150,2016,80.4
3493,math,988,10,24,130,2016,85.79
4547,math,1284,9,27,130,2016,85.4
1853,math,527,9,98,170,2016,36.64
4516,language,1274,10,88,130,2015,94.38
2710,language,767,11,74,110,2015,88.01
64,language,20,10,64,130,2015,86.16
3752,language,1063,11,64,150,2015,61.89
7196,language,2042,9,56,130,2015,69.3
8895,math,2521,11,109,150,2015,96.59
7286,language,2068,10,62,130,2015,88.48
8958,language,2537,12,85,90,2016,91.81
3399,math,961,9,15,110,2016,71.08
4665,math,1320,9,45,170,2016,93.11
944,language,269,10,114,150,2015,40.66
7151,math,2029,11,91,170,2016,100.0
8294,language,2354,11,52,150,2016,66.95
6767,math,1919,9,45,110,2015,87.18
1777,math,505,10,8,130,2015,66.75
6475,math,1839,10,45,170,2015,76.49
3582,language,1014,9,102,110,2016,62.0
1359,math,387,11,4,150,2016,91.75
5156,language,1455,9,68,130,2016,34.72
2614,language,741,10,96,150,2015,83.8
6359,math,1804,11,4,130,2015,92.44
4362,language,1232,9,64,150,2016,62.34
2170,language,616,11,87,170,2016,97.78
4733,math,1339,11,102,150,2016,95.57
7804,language,2214,10,61,130,2015,82.53
